,gene,validation,localization
13561,YKL062W,Verified,ion
13562,YJR010W,Verified,null
13565,YDR093W,Verified,protein
13573,YGR211W,Verified,starvation
13574,YKL139W,Verified,positive
13582,YDL219W,Verified,null
13584,YCR086W,Verified,null
13587,YBR156C,Verified,regulation
13588,YOR076C,Verified,ion
13595,YNR026C,Verified,null
13598,YNL297C,Verified,transport
13599,YBR170C,Verified,transport
13602,YKL193C,Verified,null
13604,YLR310C,Verified,regulation
13610,YER113C,Verified,transport
13614,YIL085C,Verified,null
13615,YMR190C,Verified,regulation
13619,YMR184W,Verified,null
13621,YOR358W,Verified,null
13625,YJL198W,Verified,ion
13630,YOR195W,Verified,regulation
13632,YMR201C,Verified,null
13635,YDR069C,Verified,protein
13637,YEL066W,Verified,null
13640,YDR227W,Verified,ion
13644,YOR157C,Verified,null
13646,YBR093C,Verified,ion
13648,YDR034C,Uncharacterized,ion
13649,YGL054C,Verified,null
13650,YLR134W,Verified,ion
13656,YLR299W,Verified,metabolic process
13659,YNL054W,Verified,ion
13662,YPR155C,Verified,null
13666,YNL336W,Verified,targeting
13670,YDR358W,Verified,catabolic process
13671,YLR096W,Verified,null
13672,YKR052C,Verified,null
13673,YER040W,Verified,regulation
13676,YJR066W,Verified,negative
13677,YMR127C,Verified,null
13684,YLR244C,Verified,ion
13686,YLR233C,Verified,null
13688,YGL084C,Verified,null
13692,YDR363W,Verified,positive
13697,YFR050C,Verified,null
13701,YAR019C,Verified,regulation
13703,YGL071W,Verified,ion
13704,YGL257C,Verified,null
13707,YAL046C,Verified,null
13710,YGR100W,Verified,null
13715,YPL128C,Verified,regulation
13718,YDR380W,Verified,null
13719,YGL100W,Verified,regulation
13722,YPL239W,Verified,ion
13730,YLR020C,Verified,null
13738,YNR052C,Verified,positive
13740,YEL032W,Verified,null
13741,YOL076W,Verified,null
13744,YML112W,Verified,positive
13745,YGL241W,Verified,null
13747,YPR176C,Verified,transport
13748,YDR057W,Verified,transport
13749,YJL036W,Verified,transport
13750,YER009W,Verified,null
13755,YER167W,Verified,regulation
13760,YCR026C,Verified,ion
13761,YBL052C,Verified,null
13764,YLL019C,Verified,negative
13765,YDR177W,Verified,catabolic process
13766,YHR052W,Dubious,null
13767,YKR026C,Verified,positive
13768,YJR043C,Verified,null
13774,YMR280C,Verified,ion
13778,YGR217W,Verified,null
13780,YPR149W,Verified,protein
13781,YNL015W,Verified,null
13782,YCR084C,Verified,ion
13783,YHR178W,Verified,null
13786,YPL170W,Verified,null
13790,YER089C,Verified,ion
13794,YKL025C,Verified,null
13796,YBR158W,Verified,ion
13799,YDR407C,Verified,ion
13800,YNR020C,Verified,null
13801,YBR258C,Verified,null
13803,YAL007C,Verified,transport
13806,YJL154C,Verified,ion
13807,YDR091C,Verified,regulation
13810,YPL047W,Verified,histone
13815,YDR373W,Verified,null
13817,YJL165C,Verified,null
13821,YNR006W,Verified,ion
13822,YHR120W,Verified,null
13823,YAR050W,Verified,null
13826,YER111C,Verified,ion
13827,YER144C,Verified,null
13831,YGL173C,Verified,regulation
13832,YMR303C,Verified,ion
13834,YDR411C,Verified,null
13835,YBR205W,Verified,null
13836,YOR321W,Verified,null
13839,YLR136C,Verified,null
13843,YOR197W,Verified,null
13844,YKR089C,Verified,catabolic process
13846,YKR072C,Verified,null
13847,YDL014W,Verified,null
13848,YDR260C,Verified,regulation
13851,YOR230W,Verified,regulation
13859,YBR095C,Verified,ion
13860,YDR036C,Verified,null
13865,YOL002C,Verified,ion
13866,YFL005W,Verified,null
13867,YCR010C,Verified,null
13870,YMR125W,Verified,regulation
13871,YJR031C,Verified,null
13872,YGL180W,Verified,null
13873,YGR118W,Verified,null
13877,YGL123W,Verified,ion
13878,YDR303C,Verified,null
13879,YPL086C,Verified,null
13881,YMR042W,Verified,ion
13888,YMR078C,Verified,null
13892,YJR060W,Verified,ion
13893,YNL161W,Verified,regulation
13900,YPL111W,Verified,metabolic process
13903,YLR380W,Verified,negative
13905,YER093C,Verified,null
13908,YFR003C,Verified,negative
13909,YIL033C,Verified,ion
13910,YOR368W,Verified,null
13911,YGR128C,Verified,regulation
13912,YIL048W,Verified,null
13913,YLR337C,Verified,null
13915,YFR052W,Verified,null
13917,YGL073W,Verified,negative
13921,YGL086W,Verified,negative
13922,YAL044C,Verified,protein
13926,YJL097W,Verified,null
13928,YOR048C,Verified,regulation
13931,YPL042C,Verified,ion
13933,YDR430C,Verified,null
13936,YPR185W,Verified,null
13940,YNL219C,Verified,null
13942,YBL019W,Verified,null
13946,YPL200W,Verified,null
13948,YDR130C,Verified,null
13949,YIL015W,Verified,null
13950,YEL030W,Verified,targeting
13955,YNL299W,Verified,histone
13957,YNL311C,Verified,ion
13965,YML036W,Verified,regulation
13967,YLR113W,Verified,regulation
13972,YER165W,Verified,null
13973,YMR106C,Verified,protein
13975,YGL112C,Verified,null
13977,YPR049C,Verified,null
13978,YDL008W,Verified,catabolic process
13980,YJR086W,Verified,null
13982,YHR050W,Uncharacterized,null
13983,YGR257C,Verified,null
13984,YPL018W,Verified,null
13987,YDL248W,Verified,targeting
13991,YDL175C,Verified,null
13993,YFL026W,Verified,null
13996,YDL128W,Verified,null
13998,YMR033W,Verified,regulation
14000,YGR262C,Verified,positive
14001,YDR202C,Verified,protein
14004,YDR253C,Verified,ion
14005,YCR082W,Verified,null
14007,YOR001W,Verified,histone
14015,YDR409W,Verified,negative
14017,YAL005C,Verified,targeting
14018,YDR097C,Verified,null
14022,YBR103W,Verified,histone
14025,YHR064C,Verified,null
14030,YPL045W,Verified,transport
14034,YOR327C,Verified,null
14035,YOL139C,Verified,regulation
14036,YBR207W,Verified,null
14039,YKL210W,Verified,null
14042,YPL132W,Verified,null
14043,YIL114C,Verified,null
14044,YJL089W,Verified,ion
14048,YGR154C,Verified,null
14050,YLR130C,Verified,null
14051,YER022W,Verified,regulation
14052,YBR140C,Verified,ion
14055,YMR205C,Verified,transport
14060,YKR087C,Verified,null
14068,YBR097W,Verified,targeting
14071,YPL221W,Verified,null
14072,YPL274W,Verified,null
14074,YOL004W,Verified,negative
14078,YMR150C,Verified,targeting
14079,YFL007W,Verified,catabolic process
14082,YPL084W,Verified,transport
14085,YJL053W,Verified,ion
14086,YPR104C,Verified,protein
14087,YPR151C,Verified,null
14089,YML028W,Verified,protein
14090,YLL001W,Verified,null
14091,YCL067C,Verified|silenced_gene,ion
14092,YHL006C,Verified,null
14095,YLR043C,Verified,protein
14096,YJR062C,Verified,catabolic process
14098,YNL167C,Verified,ion
14100,YIL144W,Verified,null
14102,YJL166W,Verified,null
14106,YKL041W,Verified,transport
14111,YKL176C,Verified,ion
14116,YDL203C,Verified,ion
14117,YLR087C,Verified,null
14118,YLR215C,Verified,ion
14120,YOL054W,Verified,ion
14124,YIL031W,Verified,null
14125,YLR104W,Uncharacterized,null
14126,YLR342W,Uncharacterized,positive
14127,YLR335W,Verified,targeting
14128,YJR102C,Verified,ion
14131,YGR104C,Verified,regulation
14132,YLR368W,Verified,protein
14136,YGR173W,Verified,regulation
14138,YDR009W,Verified,ion
14139,YJL095W,Verified,regulation
14140,YBR126C,Verified,null
14146,YDR432W,Verified,regulation
14147,YGR195W,Verified,null
14149,YBL046W,Verified,negative
14150,YHR036W,Verified,null
14151,YOL072W,Verified,null
14153,YIL017C,Verified,negative
14159,YHR207C,Verified,null
14171,YPR023C,Verified,ion
14173,YLR144C,Verified,null
14176,YDL020C,Verified,ion
14177,YML061C,Verified,negative
14178,YBR050C,Verified,ion
14181,YER163C,Verified,null
14182,YPL268W,Verified,protein
14191,YHR056C,Verified,ion
14194,YDL100C,Verified,targeting
14195,YMR284W,Verified,null
14197,YMR035W,Verified,targeting
14198,YOR178C,Verified,null
14201,YDR107C,Verified,transport
14202,YPR005C,Verified,ion
14206,YDR255C,Verified,ion
14209,YLR274W,Verified,regulation
14211,YOR007C,Verified,targeting
14212,YDL220C,Verified,negative
14213,YNL142W,Verified,null
14215,YAL003W,Verified,negative
14218,YFL024C,Verified,ion
14220,YJL127C,Verified,ion
14224,YDR375C,Verified,null
14228,YDR320C,Verified,ion
14229,YNR002C,Verified,null
14231,YDR452W,Verified,null
14233,YFR022W,Verified,regulation
14241,YOR069W,Verified,ion
14242,YGR038W,Verified,regulation
14245,YBR227C,Verified,regulation
14246,YLR378C,Verified,targeting
14250,YOL100W,Verified,transport
14253,YGL169W,Verified,metabolic process
14255,YOL006C,Verified,null
14256,YOL021C,Verified,null
14258,YER020W,Verified,null
14259,YML011C,Verified,null
14260,YNL201C,Verified,negative
14261,YDR398W,Verified,regulation
14262,YER075C,Verified,regulation
14263,YJL187C,Verified,ion
14264,YLR018C,Verified,null
14268,YBR289W,Verified,catabolic process
14272,YOR269W,Verified,regulation
14273,YOR212W,Verified,protein
14276,YEL053C,Verified,null
14277,YPL037C,Verified,targeting
14282,YLR158C,Verified,ion
14283,YMR129W,Verified,ion
14287,YOR164C,Verified,targeting
14288,YPL082C,Verified,negative
14289,YDR451C,Verified,ion
14291,YMR174C,Verified,null
14293,YLR429W,Verified,regulation
14296,YCR032W,Verified,ion
14300,YLR098C,Verified,regulation
14301,YIR038C,Verified,null
14305,YDR369C,Verified,null
14309,YDR350C,Verified,ion
14312,YIL131C,Verified,regulation
14315,YPL115C,Verified,regulation
14317,YJL164C,Verified,regulation
14321,YJL004C,Verified,transport
14322,YDR356W,Verified,null
14339,YHR055C,Verified,null
14340,YKL043W,Verified,ion
14343,YAL048C,Verified,null
14345,YGL200C,Verified,transport
14349,YBR120C,Verified,ion
14350,YDR280W,Verified,null
14353,YOR259C,Verified,protein
14354,YGR197C,Verified,ion
14356,YLL024C,Verified,targeting
14357,YHL007C,Verified,regulation
14358,YGL106W,Verified,ion
14363,YOR099W,Verified,null
14367,YML118W,Verified,null
14368,YHR205W,Verified,regulation
14374,YDR051C,Verified,null
14375,YGR062C,Verified,null
14377,YPL240C,Verified,targeting
14378,YDL022W,Verified,null
14381,YDR496C,Verified,ion
14383,YML032C,Verified,null
14387,YDL193W,Verified,null
14390,YNL088W,Verified,null
14391,YER161C,Verified,ion
14392,YBR083W,Verified,regulation
14394,YOR042W,Verified,null
14395,YCR079W,Verified,positive
14396,YDR164C,Verified,ion
14400,YPL181W,Verified,negative
14402,YDL106C,Verified,ion
14403,YHR081W,Verified,regulation
14404,YPL014W,Verified,protein
14405,YDL179W,Verified,null
14408,YLR417W,Verified,ion
14410,YMR080C,Verified,regulation
14411,YMR037C,Verified,ion
14413,YGL025C,Verified,ion
14414,YML121W,Verified,negative
14415,YPR007C,Verified,null
14422,YJR106W,Verified,null
14424,YLR272C,Verified,regulation
14426,YDL226C,Verified,protein
14427,YKL059C,Verified,null
14428,YGL092W,Verified,protein
14429,YCL039W,Verified,negative
14430,YGR136W,Verified,ion
14431,YDR513W,Verified,null
14435,YNL079C,Verified,null
14438,YBR107C,Verified,null
14443,YPL049C,Verified,ion
14446,YPL036W,Verified,transport
14449,YGL227W,Verified,protein
14452,YER142C,Verified,null
14453,YGR036C,Verified,null
14455,YAL001C,Verified,null
14456,YAL054C,Verified,null
14465,YJL085W,Verified,ion
14466,YEL065W,Verified,null
14468,YPR193C,Verified,protein
14469,YML013W,Verified,ion
14471,YNL207W,Verified,regulation
14479,YKR083C,Verified,ion
14481,YER128W,Verified,regulation
14485,YKR095W,Verified,negative
14486,YMR223W,Verified,null
14494,YGL131C,Verified,catabolic process
14501,YGR285C,Verified,protein
14502,YPR068C,Verified,regulation
14503,YCR030C,Verified,regulation
14510,YOR148C,Verified,ion
14512,YDL147W,Verified,ion
14517,YIL137C,Verified,null
14519,YFL016C,Verified,null
14522,YDR085C,Verified,protein
14523,YNL032W,Verified,null
14525,YGR227W,Verified,null
14527,YJL006C,Verified,positive
14528,YOR281C,Verified,regulation
14530,YER095W,Verified,null
14534,YDL207W,Verified,null
14538,YHR001W,Verified,null
14539,YDR477W,Verified,starvation
14540,YBR199W,Verified,null
14542,YIL042C,Verified,null
14543,YIL035C,Verified,protein
14544,YIL159W,Verified,ion
14548,YKL010C,Verified,negative
14549,YDR427W,Verified,null
14550,YGR177C,Verified,null
14552,YKL045W,Verified,null
14554,YKL185W,Verified,ion
14558,YOR377W,Verified,null
14559,YLL026W,Verified,null
14563,YDR388W,Verified,null
14564,YGR199W,Verified,null
14566,YGR082W,Verified,null
14569,YKL116C,Verified,ion
14571,YGR119C,Verified,targeting
14575,YNL224C,Verified,regulation
14580,YGR238C,Verified,regulation
14583,YGL035C,Verified,ion
14586,YGR246C,Verified,regulation
14590,YDR206W,Verified,negative
14592,YMR239C,Verified,regulation
14594,YBR081C,Verified,histone
14595,YDR028C,Verified,ion
14598,YDL079C,Verified,regulation
14599,YDL002C,Verified,null
14601,YNL180C,Verified,null
14602,YDR162C,Verified,regulation
14605,YBL069W,Verified,transport
14608,YOR129C,Verified,null
14609,YMR069W,Verified,regulation
14611,YBR010W,Verified,null
14613,YKL119C,Verified,null
14614,YPL016W,Verified,positive
14615,YHR042W,Verified,protein
14617,YER054C,Verified,ion
14622,YER001W,Verified,null
14624,YPR009W,Verified,ion
14625,YMR115W,Verified,null
14626,YDL126C,Verified,catabolic process
14631,YDL224C,Verified,null
14634,YGR134W,Verified,ion
14635,YLR270W,Verified,catabolic process
14639,YFL028C,Verified,null
14640,YBR105C,Verified,catabolic process
14642,YDR456W,Verified,null
14643,YDR324C,Verified,regulation
14644,YJL072C,Verified,null
14646,YPR132W,Verified,null
14659,YDR538W,Verified,catabolic process
14660,YIL112W,Verified,negative
14662,YOL104C,Verified,positive
14664,YAL056W,Verified,regulation
14668,YJL087C,Verified,positive
14676,YGR183C,Verified,null
14677,YPR191W,Verified,null
14686,YJL183W,Verified,null
14689,YOL031C,Verified,targeting
14691,YNL258C,Verified,null
14695,YNL098C,Verified,ion
14699,YDR049W,Verified,null
14700,YER100W,Verified,catabolic process
14703,YBL075C,Verified,ion
14704,YOR160W,Verified,transport
14705,YGL133W,Verified,ion
14709,YMR170C,Verified,null
14710,YCL061C,Verified,regulation
14715,YBR066C,Verified,ion
14722,YFL014W,Verified,null
14726,YDR265W,Verified,null
14733,YML051W,Verified,ion
14740,YKR036C,Verified,null
14741,YPL195W,Verified,transport
14746,YAL019W,Verified,ion
14748,YNL206C,Verified,ion
14749,YLR449W,Verified,negative
14752,YML123C,Verified,ion
14754,YLR239C,Verified,null
14756,YPL075W,Verified,ion
14761,YIR017C,Verified,metabolic process
14768,YOL152W,Verified,copper
14773,YOR371C,Verified,negative
14774,YJR104C,Verified,ion
14776,YGR080W,Verified,regulation
14778,YDR183W,Verified,regulation
14779,YDR138W,Verified,positive
14780,YOR317W,Verified,null
14784,YOL078W,Verified,negative
14787,YNL291C,Verified,null
14791,YOR244W,Verified,ion
14797,YGR240C,Uncharacterized,null
14799,YPR052C,Verified,null
14803,YHR107C,Verified,protein
14804,YAR002W,Verified,protein
14806,YDR026C,Verified,regulation
14808,YCR052W,Verified,regulation
14809,YOL012C,Verified,catabolic process
14810,YPL219W,Verified,ion
14814,YLR289W,Verified,ion
14816,YJL103C,Verified,null
14820,YHR058C,Verified,ion
14824,YHR085W,Verified,null
14828,YER003C,Verified,null
14831,YKR017C,Verified,catabolic process
14833,YDL120W,Verified,null
14839,YGL021W,Verified,null
14850,YDL091C,Verified,null
14854,YMR026C,Verified,null
14855,YJL074C,Verified,null
14862,YHL020C,Verified,ion
14865,YOR066W,Verified,null
14867,YGL223C,Verified,null
14872,YGR132C,Verified,membrane organization
14874,YGL218W,Dubious,regulation
14877,YOL135C,Verified,ion
14878,YGR109C,Verified,ion
14879,YKL073W,Verified,targeting
14883,YJL081C,Verified,regulation
14891,YBL030C,Verified,null
14895,YOR381W,Uncharacterized,null
14906,YGL058W,Verified,repair
14907,YKR099W,Verified,ion
14909,YOR144C,Verified,negative
14911,YJL024C,Verified,transport
14915,YMR263W,Verified,ion
14922,YMR172W,Verified,ion
14923,YCR034W,Verified,null
14925,YLL009C,Verified,ion
14927,YMR258C,Verified,negative
14928,YBR060C,Verified,null
14929,YDR103W,Verified,regulation
14931,YIR023W,Verified,regulation
14934,YMR067C,Verified,ion
14936,YKR034W,Verified,ion
14938,YGL197W,Verified,ion
14943,YJL208C,Verified,null
14944,YOR162C,Verified,positive
14945,YMR098C,Verified,null
14947,YJL002C,Verified,null
14951,YPR075C,Verified,positive
14957,YJR120W,Verified,null
14959,YHR005C,Verified,regulation
14962,YDR310C,Verified,ion
14963,YBR217W,Verified,null
14964,YNL154C,Verified,null
14966,YIL046W,Verified,protein
14967,YFR009W,Dubious,null
14969,YDR081C,Verified,ion
14974,YDR448W,Verified,positive
14981,YNL293W,Verified,ion
14988,YML125C,Verified,null
14991,YGR086C,Verified,protein
14993,YGL151W,Verified,null
14994,YJR091C,Verified,protein
14995,YBR271W,Verified,regulation
14996,YBL017C,Verified,transport
14997,YAL024C,Verified,transport
15002,YDL006W,Verified,null
15008,YOR246C,Verified,null
15014,YBR085W,Verified,null
15029,YCR088W,Verified,null
15034,YDL108W,Verified,regulation
15039,YLR411W,Verified,null
15040,YDR490C,Verified,transport
15041,YER005W,Verified,null
15043,YDL028C,Verified,regulation
15045,YCR008W,Verified,regulation
15046,YLR119W,Verified,catabolic process
15049,YLR035C,Verified,null
15050,YDL122W,Verified,null
15051,YDL188C,Verified,protein
15055,YKL148C,Verified,null
15056,YJL076W,Verified,null
15065,YKL166C,Verified,null
15066,YDL093W,Verified,null
15068,YPL038W,Verified,ion
15071,YLR207W,Verified,transport
15073,YLR303W,Verified,null
15075,YOR061W,Verified,protein
15077,YOR034C,Uncharacterized,null
15078,YGL094C,Verified,null
15079,YJR059W,Verified,null
15083,YGL066W,Verified,histone
15084,YBR254C,Verified,null
15085,YBR136W,Verified,protein
15087,YJL083W,Verified,null
15088,YPL138C,Verified,histone
15089,YJL141C,Verified,null
15091,YPL147W,Verified,null
15096,YDR422C,Verified,regulation
15100,YHL048W,Verified,targeting
15101,YLR010C,Verified,ion
15102,YNL209W,Verified,starvation
15104,YBL009W,Verified,null
15110,YDR197W,Verified,ion
15111,YNL289W,Verified,ion
15117,YER104W,Verified,ion
15123,YPR019W,Verified,null
15129,YER159C,Verified,ion
15137,YJR006W,Verified,null
15140,YLR430W,Verified,regulation
15141,YJL117W,Verified,regulation
15145,YGL195W,Verified,null
15147,YDL141W,Verified,null
15149,YDR076W,Verified,null
15151,YJL059W,Verified,ion
15152,YMR047C,Verified,null
15155,YDR247W,Verified,null
15157,YML055W,Verified,null
15159,YML088W,Verified,null
15160,YLR176C,Verified,ion
15161,YLR268W,Verified,null
15165,YDL214C,Verified,ion
15167,YNL103W,Verified,regulation
15176,YHR153C,Verified,positive
15177,YFL045C,Verified,null
15183,YDR168W,Verified,protein
15187,YLR362W,Verified,regulation
15188,YPL024W,Verified,regulation
15189,YKL134C,Verified,targeting
15190,YBR273C,Verified,ion
15192,YAL026C,Verified,protein
15201,YBR182C,Uncharacterized,ion
15206,YBR215W,Verified,null
15207,YIL106W,Verified,regulation
15208,YML127W,Verified,null
15217,YDL073W,Verified,ion
15220,YDR507C,Verified,null
15224,YPL248C,Verified,ion
15226,YNL080C,Verified,null
15228,YPL266W,Verified,regulation
15231,YOR080W,Verified,protein
15233,YER169W,Verified,ion
15234,YOL016C,Verified,null
15237,YNL186W,Verified,protein
15243,YOR198C,Verified,metabolic process
15247,YNL092W,Verified,null
15251,YPR056W,Verified,null
15253,YDR392W,Verified,null
15257,YGR200C,Verified,protein
15259,YLR067C,Verified,ion
15263,YLR223C,Verified,protein
15264,YJL178C,Verified,null
15266,YKL164C,Verified,ion
15268,YDL095W,Verified,catabolic process
15270,YLR205C,Verified,null
15271,YMR022W,Verified,ion
15273,YML094W,Verified,ion
15275,YPR138C,Verified,null
15276,YIL005W,Verified,catabolic process
15277,YNL119W,Verified,null
15278,YHR079C,Verified,metabolic process
15280,YGR158C,Verified,null
15282,YFR046C,Verified,regulation
15283,YPL050C,Verified,null
15289,YLR301W,Verified,targeting
15291,YAL009W,Verified,negative
15292,YJR054W,Verified,null
15293,YDL160C,Verified,regulation
15294,YGR167W,Verified,ion
15298,YPL145C,Verified,positive
15300,YIL118W,Verified,ion
15301,YPL190C,Verified,null
15310,YLL050C,Verified,protein
15314,YOR101W,Verified,regulation
15321,YLR447C,Verified,null
15325,YDR195W,Verified,negative
15328,YGL045W,Verified,null
15329,YER106W,Verified,protein
15333,YGR258C,Verified,null
15338,YEL044W,Verified,null
15341,YER120W,Verified,ion
15343,YHR111W,Verified,regulation
15344,YML129C,Verified,ion
15347,YBR202W,Verified,null
15352,YDR178W,Verified,null
15353,YKR038C,Verified,regulation
15357,YJL115W,Verified,ion
15359,YGL004C,Verified,null
15362,YPL008W,Verified,null
15363,YDL116W,Verified,protein
15369,YLR078C,Verified,null
15371,YDR078C,Verified,null
15374,YDR245W,Verified,null
15376,YDL138W,Verified,null
15379,YHR175W,Uncharacterized,transport
15382,YDR390C,Verified,null
15385,YDR314C,Verified,null
15387,YJL133W,Verified,null
15389,YBL084C,Verified,catabolic process
15390,YKL018W,Verified,null
15396,YPL026C,Verified,transport
15403,YOR344C,Verified,regulation
15405,YDR189W,Verified,regulation
15408,YGL160W,Verified,null
15413,YDR014W,Verified,regulation
15417,YDR463W,Verified,ion
15425,YGL155W,Verified,null
15427,YOL063C,Verified,null
15430,YEL027W,Verified,copper
15432,YDR123C,Verified,ion
15434,YLR057W,Verified,null
15435,YLR320W,Verified,null
15436,YFR014C,Verified,null
15437,YMR231W,Verified,ion
15440,YOR086C,Verified,membrane organization
15445,YOR279C,Verified,ion
15451,YGR191W,Verified,null
15453,YMR140W,Verified,null
15457,YPR163C,Verified,regulation
15458,YEL005C,Verified,protein
15460,YOR242C,Verified,regulation
15465,YMR166C,Verified,null
15467,YPR054W,Verified,negative
15468,YBR098W,Verified,regulation
15471,YDL159W,Verified,regulation
15474,YMR075W,Verified,regulation
15476,YDR379W,Verified,null
15482,YPL161C,Verified,null
15483,YIL121W,Verified,copper
15486,YGR239C,Verified,regulation
15489,YDL097C,Verified,null
15490,YLR203C,Verified,ion
15494,YPL052W,Verified,catabolic process
15498,YNL210W,Verified,regulation
15500,YFR044C,Verified,null
15501,YFR033C,Verified,null
15505,YKL057C,Verified,ion
15506,YGL098W,Verified,null
15513,YGL216W,Verified,regulation
15514,YFL031W,Verified,protein
15515,YJR138W,Verified,ion
15517,YJL145W,Verified,ion
15518,YBR132C,Verified,transport
15523,YDR172W,Verified,null
15524,YPR199C,Verified,ion
15525,YPL194W,Verified,null
15528,YDR394W,Verified,positive
15530,YAR014C,Verified,negative
15532,YOL082W,Verified,catabolic process
15534,YOR065W,Verified,null
15536,YNL250W,Verified,negative
15537,YOL115W,Verified,negative
15538,YDR457W,Verified,protein
15539,YNR031C,Verified,positive
15541,YBL005W,Verified,ion
15547,YPL236C,Verified,ion
15550,YDR488C,Verified,regulation
15552,YLR154C,Uncharacterized,null
15554,YEL042W,Verified,null
15555,YPR048W,Verified,ion
15556,YLR014C,Verified,ion
15558,YOR113W,Verified,null
15560,YHR117W,Verified,targeting
15564,YKL203C,Verified,protein
15569,YML059C,Verified,ion
15572,YER035W,Verified,regulation
15573,YPR128C,Verified,null
15582,YIR025W,Verified,regulation
15583,YGR225W,Verified,regulation
15584,YGL006W,Verified,null
15588,YMR043W,Verified,ion
15590,YER068W,Verified,catabolic process
15593,YMR092C,Verified,regulation
15597,YPR073C,Verified,null
15601,YGR270W,Verified,ion
15602,YHR177W,Verified,ion
15608,YNL107W,Verified,null
15616,YFL041W,Verified,null
15617,YJL168C,Verified,histone
15618,YDR145W,Verified,null
15619,YDR330W,Verified,null
15623,YPL020C,Verified,null
15629,YGR113W,Verified,ion
15630,YLR319C,Verified,protein
15633,YDR295C,Verified,ion
15635,YHR134W,Verified,null
15638,YIL153W,Verified,regulation
15642,YLR399C,Verified,negative
15647,YPL155C,Verified,ion
15649,YGR142W,Verified,regulation
15650,YPL100W,Verified,null
15654,YNL233W,Verified,null
15656,YDL077C,Verified,regulation
15664,YMR219W,Verified,ion
15665,YLR055C,Verified,ion
15673,YIL095W,Verified,regulation
15674,YOR084W,Verified,null
15676,YGR055W,Verified,null
15679,YER174C,Verified,regulation
15682,YDL182W,Verified,null
15684,YOR040W,Verified,null
15686,YLR168C,Verified,ion
15689,YMR273C,Verified,ion
15690,YOR123C,Verified,regulation
15691,YGR295C,Verified,targeting
15693,YMR164C,Verified,catabolic process
15694,YDR113C,Verified,negative
15699,YBR230C,Verified,targeting
15700,YMR077C,Verified,transport
15701,YJR036C,Verified,null
15703,YNL199C,Verified,ion
15704,YFL008W,Verified,null
15705,YDR217C,Verified,positive
15706,YNL020C,Verified,regulation
15710,YMR246W,Verified,null
15711,YPR161C,Verified,positive
15713,YKL117W,Verified,regulation
15720,YDR279W,Verified,null
15721,YDL099W,Verified,ion
15728,YPL149W,Verified,null
15729,YBR165W,Verified,null
15730,YHR075C,Verified,null
15732,YFR031C,Verified,regulation
15735,YIL149C,Verified,negative
15737,YLR350W,Verified,regulation
15738,YBL103C,Verified,regulation
15739,YGR163W,Verified,ion
15740,YKL022C,Verified,catabolic process
15741,YKL055C,Verified,null
15742,YDL164C,Verified,null
15744,YOR156C,Verified,negative
15745,YNL006W,Verified,null
15747,YLR376C,Verified,null
15748,YAL058W,Verified,null
15749,YFL033C,Verified,starvation
15755,YCL010C,Verified,histone
15756,YGR189C,Verified,null
15758,YNL278W,Verified,null
15760,YOR363C,Verified,ion
15762,YOR067C,Verified,null
15764,YNR048W,Verified,regulation
15765,YDR191W,Verified,metabolic process
15770,YOL113W,Verified,negative
15771,YCL024W,Verified,null
15774,YGL145W,Verified,null
15775,YNL283C,Verified,null
15778,YDR511W,Verified,null
15781,YDR043C,Verified,ion
15783,YEL015W,Verified,regulation
15784,YGR254W,Verified,null
15785,YEL040W,Verified,null
15787,YPL230W,Verified,null
15789,YHR115C,Verified,catabolic process
15790,YER124C,Verified,null
15791,YER153C,Verified,ion
15792,YPL256C,Verified,ion
15794,YKL201C,Verified,null
15797,YDL069C,Verified,ion
15798,YGL167C,Verified,null
15800,YER037W,Verified,ion
15801,YCR092C,Verified,null
15808,YJR077C,Verified,null
15810,YBR002C,Verified,transport
15811,YKL109W,Verified,null
15812,YKL154W,Verified,targeting
15816,YKR061W,Verified,null
15822,YHR099W,Verified,ion
15824,YHR171W,Verified,null
15825,YDR258C,Verified,null
15827,YNL259C,Verified,ion
15828,YDR318W,Verified,negative
15829,YMR251W,Verified,null
15831,YPL179W,Verified,negative
15837,YMR136W,Verified,null
15839,YPL022W,Verified,null
15845,YPR140W,Verified,ion
15846,YGR048W,Verified,transport
15849,YBR279W,Verified,negative
15854,YOR122C,Verified,regulation
15858,YHR136C,Verified,null
15865,YIL155C,Verified,null
15868,YAL013W,Verified,ion
15869,YDR098C,Verified,regulation
15871,YLR259C,Verified,null
15872,YPL157W,Verified,null
15873,YKL005C,Verified,ion
15878,YOL067C,Verified,ion
15879,YOR275C,Verified,null
15880,YDL075W,Verified,null
15882,YOL018C,Verified,ion
15884,YLL048C,Verified,null
15885,YNL264C,Verified,protein
15890,YIL075C,Verified,null
15894,YNR074C,Verified,ion
15895,YHR014W,Verified,ion
15896,YIL097W,Verified,ion
15897,YOL045W,Verified,negative
15898,YFR010W,Dubious,negative
15904,YNL048W,Verified,null
15905,YNL086W,Verified,protein
15908,YMR119W,Dubious,ion
15909,YER176W,Verified,null
15912,YGL127C,Verified,null
15913,YKL220C,Verified,copper
15917,YPL004C,Verified,protein
15918,YMR199W,Verified,ion
15920,YMR162C,Verified,protein
15921,YEL009C,Verified,ion
15922,YKR106W,Verified,null
15923,YDR498C,Verified,null
15930,YKR055W,Verified,positive
15933,YOR003W,Verified,null
